v0,kappa,theta,sigma,rho,fold_num
0.0029721538394381847,4.560318382792673,0.08033926888130821,1.96825406988041,-0.39045061671424897,1
0.017305620088805346,3.1950511916124738,0.07072319311661139,1.1977451204032987,-0.6347794184865128,2
0.06103613703498546,3.7956429571418804,0.09912453568028368,1.265204189731199,-0.4730951144458584,3
